1AQA	12637.375	4654.26	0.563730327138121	2
1AW3	14232.875	5589.7	0.508109577936918	2
1AWP	24912.375	8734.42	0.472273388622843	2
1AXX	28116	7189.01	0.621990941719237	2
1B5M	11837.25	4498.82	0.558323687931554	2
1BFX	14207.5	5604.77	0.506140907000433	2
1BLV	14275	5483.53	0.518968875112669	2
1CXY	11192.5	4152.81	0.582675554704166	2
1CYO	12884.125	4816.5	0.551809508445493	2
1DO9	48334.75	13322.5	0.48165718900384	2
1EHB	11904	4520.3	0.557757575994591	2
1ES1	11934.625	4514.17	0.559472485011084	2
1EUE	24906.375	8824.94	0.467354087115517	2
1F03	12011.875	4469.33	0.567521394143491	2
1F04	18514	4815.91	0.702758221852234	2
1HKO	41139.125	11508.9	0.500749289311654	2
1I5U	11925.75	4312.41	0.585357536257267	2
1IB7	17809.875	4949.58	0.666330496840755	2
1ICC	49759.25	17511	0.373613356571535	2
1J0Q	18454.125	4707.79	0.717347101497064	2
1JEX	18034.625	4983.4	0.667364530715809	2
1LJ0	50292.125	17724.5	0.371743562019495	2
1LQX	11902.875	4468.56	0.564180120779629	2
1LR6	11952.875	4481.92	0.56407252014632	2
1M20	11918	4571.23	0.551975716724714	2
1M2I	11817.875	4484.95	0.559439053187079	2
1M2M	11646	4291.64	0.57895573987462	2
1M59	11945.875	4571.9	0.552755041907845	2
1MJ4	11027.25	4131.53	0.579897666341312	2
1MNY	14208	5731.93	0.494924035606472	2
1NX7	16720.625	4589.79	0.688958369655575	2
1QX4	74603	20732.4	0.413369795469344	2
1SH4	16336	4734.18	0.657662644848395	2
1U9M	72740	24046.3	0.350443542136402	2
1U9U	11866.75	4516.68	0.557039506496679	2
1UMK	39713.875	11766.6	0.478403825949539	2
1X3X	23498.125	8021.07	0.49462260221125	2
2AXX	30660.625	7700.64	0.615192887841732	2
2EIX	72425.75	21037.8	0.399404055155939	2
2I89	49921	17587.1	0.372802436874859	2
2I96	57250.625	18106.9	0.396728599903175	2
2IBJ	12349.5	4629.06	0.55815852750733	2
2KEO	25630	7415.64	0.56689316878898	2
2M33	23614.75	7119.59	0.559093841337561	2
3LF5	25374.5	9616.6	0.434237742367464	2
3MUS	24977	8884.11	0.465118606494526	2
3NER	25952.75	10108.2	0.419371796939467	2
3OZZ	11731.5	4305.94	0.579853808410849	2
3W2H	39239.25	11239.1	0.496858878176168	2
3W5H	40317.875	11614.7	0.48956220688639	2
3X32	13215.75	4590.17	0.588911313271567	2
3X33	13421.75	4636.3	0.589095029019354	2
3X34	13326.75	4629.79	0.587136391264386	2
3X35	13572.625	4807.86	0.572323455567629	2
4B8N	49646.375	17675.8	0.369570026627244	2
4HIL	23892.875	8106.37	0.494883882122259	2
4HIN	46693.25	16617.1	0.37736790429743	2
4X8Y	32105.375	10454.6	0.467263511231787	2
5GV7	40881.875	11615.9	0.494066184821415	2
5GV8	40469.875	11577.6	0.492364605909428	2
5XE4	21141.25	5329.44	0.693781937126459	2
5XEE	24888	6178.73	0.667182898263478	2
5YLY	78412.25	22341.3	0.396550311024191	2
