1B3I	-0.014793064445257187	-0.7065649870731837
1BAW	-0.009567089482314058	-0.7600479243755812
1BXU	-0.0609451433022817	-0.9677166516652912
1BXV	-0.0636284997065862	-0.9677485180316592
1FA4	0.054607897645716254	-1.0373888088338472
1IUZ	-0.06433664510647456	-0.9878601634399997
1J5C	-0.08127107313235425	-0.9907670869705612
1J5D	-0.09018676557267706	-0.999177254886601
1JXD	0.04960158715645472	-0.8671306487032077
1JXF	0.04804123359776678	-0.8333467655420702
1KDI	-0.03919097160299619	-0.899162120698882
1KDJ	-0.03249438696851333	-0.9054099984846666
1M9W	-0.09153840198414401	-0.9161907236333338
1NIN	0.025369707223338388	-0.9572051882417977
1PCS	0.14421725273132324	-0.8623463703201346
1TU2	0.023387812939957557	-0.7165558899170963
2B3I	-0.030835299768991645	-1.1425786504365314
2BZ7	-0.019131366163492203	-0.6991233835494582
2BZC	-0.024022250125805538	-0.6926778646633239
2CJ3	0.07868918652335802	-0.8827393496373459
2GIM	0.02438245713710785	-0.9187337685910204
2JXM	0.050452590590763666	-0.8027941555885072
2Q5B	-0.032011895181818135	-0.7611421715435283
2W88	0.002688858658075335	-0.8880069851476434
2W8C	-0.09506837883964181	-0.87832805618751
3BQV	0.08786433686812718	-0.8822149924911651
3CVB	-0.025660735244552296	-0.8900902444174237
3CVC	-0.008890815700093905	-1.0927916306754073
3CVD	0.041899180608905025	-0.7915129830827783
4R0O	0.00040745285029212056	-0.8790171845787822
7PCY	-0.07231637090444565	-0.79566726348005
9PCY	0.09190232881034413	-1.2042775168783018
