1IZL	401418.25	211552	0.124393703482804	8
1S5L	752846	216399	0.184940902753858	8
1W5C	597388	211809	0.16194866702382	8
2AXT	745941.25	201122	0.197770249523095	8
3A0B	747599.125	201376	0.197813352847216	8
3A0H	751329.875	198741	0.201102325402368	8
3JCU	1071314.5	308021	0.164379802172343	8
3KZI	371118.75	99246.4	0.251639005407999	8
3WU2	749865.875	192029	0.207861008949423	8
4FBY	755408.625	198917	0.201650908639124	8
4IL6	764262	197822	0.204348308539058	8
4IXQ	757840.25	199017	0.201981872587756	8
4IXR	757654	199018	0.201947763230827	8
4PBU	757628.25	193221	0.20800186986957	8
4PJ0	764853.625	199562	0.202671102365077	8
4RVY	759580.625	195120	0.206331208978998	8
4TNH	758683.25	199264	0.201881076164521	8
4TNI	758524.375	199576	0.201537331892418	8
4TNJ	758848.75	199210	0.201965166146119	8
4TNK	758327.5	199392	0.201688405249271	8
4UB6	766796.5	199197	0.203386167311147	8
4UB8	768181.25	200683	0.202123126913036	8
5B5E	752856.375	193596	0.206726348177313	8
5B66	748224.25	192069	0.20751430287729	8
5E7C	751943.375	190041	0.21042317817116	8
5GTH	763300.25	198532	0.203446650126226	8
5GTI	762215.75	198194	0.203600528414734	8
5H2F	735530.125	190870	0.206449306136922	8
5KAF	777675.375	206085	0.198443391240696	8
5KAI	780338.75	206998	0.198018951960865	8
5MDX	1187083.625	418209	0.129641772235366	8
5MX2	759235.375	198017	0.203250959573432	8
5TIS	779258.25	205163	0.199605585363407	8
5V2C	759467.25	196645	0.204710718925931	8
5WS5	756086.875	194518	0.2063346323238	8
5WS6	757585.875	195237	0.205846385114277	8
5XNL	1320492	401392	0.145012663144551	8
5XNM	1232346.625	388105	0.143226531046798	8
5ZZN	757975.75	194921	0.206250828335449	8
