1BTM	-0.009140793854991593	-0.840852719509578
1HTI	0.006446700232724349	-0.8555901064149395
1I45	0.05539354216307402	-0.6170010913813835
1IF2	-0.015048768371343613	-0.6876907359191757
1LYX	0.05124399500588576	-0.7082423546679304
1LZO	-0.004046564611295853	-0.6716721209286445
1M6J	0.027878084530433018	-0.8182097258113336
1M7O	-0.024866594001650817	-0.6735793361125693
1M7P	-0.024861150731643043	-0.6736165417605856
1N55	0.05552693953116735	-0.6862301487509884
1NEY	-0.012456775022049746	-0.6160555794324124
1NF0	-0.004952752341826757	-0.7140686448966268
1R2S	0.009770455614974102	-0.7990990986073634
1R2T	-0.001399695873260498	-0.8292092836633665
1SPQ	-0.02676259043316046	-0.5937512545204195
1SQ7	0.007802913275857767	-0.7951537108683341
1SSD	-0.003279184301694235	-0.7432361262739751
1SSG	0.0006693514684836081	-0.7469474429439782
1SW0	-0.02177356804410617	-0.6713120612227008
1SW3	-0.02309922004739444	-0.6712254556175942
1SW7	0.001438731948534647	-0.7557971484126123
1TPB	-0.00885488713781039	-0.6751429234611922
1TPC	-0.009314980978767078	-0.6741657726855155
1TPH	-0.008577575907111171	-0.6771283232156109
1TPU	-0.010102145373821255	-0.6748573172740491
1TPV	-0.008806534111499786	-0.674650247594267
1TRE	0.030890004709362984	-0.5831977034158854
1VGA	-0.015304664770762123	-0.7125714424101051
1W0M	-0.0017137407849077135	-0.8287499766316498
1WOA	-0.03932413769265016	-0.6705719665862414
1WOB	-0.009044419353206951	-0.6724825162595843
1WYI	0.02150902679810921	-0.6474714919498137
1YDV	0.014654953032732013	-0.6550528907857506
1YPI	0.058848119961718716	-0.6123416088889461
1YYA	0.009351748973131182	-0.7082992020277556
2DP3	-0.03236327817042669	-0.6060351654326254
2H6R	0.014845460549016327	-0.8133583444630696
2I9E	0.0016432867390297663	-0.8236827514920572
2JGQ	-0.007701310329139233	-0.6671591371366508
2YPI	-0.019213516265153885	-0.6271113996518147
3M9Y	-0.005679825941721603	-0.5744144993836124
3PVF	0.05049634259194136	-0.7054039400139932
3PWA	0.008333635206023853	-0.6666965276443062
3PY2	0.008224261924624443	-0.6659912844104471
3QSR	0.03644231085975965	-0.5908965474858799
3QST	0.03542939821879069	-0.5931024641622376
3TA6	0.021288915226856865	-0.6044414357549697
3TAO	0.017325904530783497	-0.6043270662892122
3TH6	-0.02073101854572694	-0.7065158290265234
3UWU	0.012483306229114532	-0.5991289175584367
3UWV	-0.0019859646757443743	-0.5790312562454796
3UWW	0.00674084077278773	-0.5799167285724283
3UWY	-0.00800833354393641	-0.5836098235671944
3UWZ	-0.004201235870520273	-0.5695693510044347
3YPI	-0.012622523606599618	-0.6329212001531976
4GNJ	0.033456211909651756	-0.7287767887770945
4IOT	-0.03185123081008594	-0.5804369874390641
4O4V	0.03691375503937403	-0.5887732174440649
4O4W	0.14715985270837942	-0.5885172973465213
4O50	-0.023973410949110985	-0.6007983153794636
4O52	0.1400536342213551	-0.5941498555023582
4O53	0.03728133253753185	-0.5924531598217686
4O54	-0.02585611492395401	-0.5954219816662302
4O57	-0.129854799558719	-0.6710337209480631
4OWG	-0.010036712512373924	-0.8708007140716774
4POD	0.02732161688618362	-0.8561846345005386
4RCX	0.047291296223799385	-0.6807265145248479
4UNK	-0.02291000820696354	-0.623726099114702
4WJE	-0.15912652450303236	-0.5866962857087997
5BNK	-4.630555243541768e-05	-0.8456298574298782
5BRB	-0.009153252467513084	-0.7759931461360425
5CSR	0.004551956129337974	-0.6455176564267184
5VWN	0.01048544297615687	-0.6900218205666601
7TIM	-0.017768634483218193	-0.6275758563119127
