1AQA	0.07297948996226	-0.870943777306651	2
1AW3	-0.094915514190992	-0.77551915886293	2
1AWP	-0.127358033011357	-0.563542772811706	2
1AXX	-0.106112702455568	-0.684673769527949	2
1B5M	0.164917350901912	-0.971452210447011	2
1BFX	0.174217763977746	-0.72817463618905	2
1BLV	-0.212909609079361	-0.433789174204437	2
1CXY	-0.006096854185065	-0.792510700449598	2
1CYO	-0.090140144030253	-0.935175130090295	2
1DO9	-0.266535546188243	-0.273295439065106	2
1EHB	0.019082193573316	-0.714536252214201	2
1ES1	0.019068426142136	-0.711987245542916	2
1EUE	-0.130183175206184	-0.562194775377863	2
1F03	0.004361336429914	-0.685474630805993	2
1F04	0.008317270662103	-0.68365614575347	2
1HKO	0.084996852807568	0.27049624996589	2
1I5U	-0.254837542772293	-0.755414212390857	2
1IB7	0.001480815932155	-0.902242603118605	2
1ICC	-0.006098503867785	-0.497107127407626	2
1J0Q	0.088825954319466	-0.503929183630623	2
1JEX	-0.085956435309102	-0.970393060230643	2
1LJ0	-0.023884300452968	-0.509049432345547	2
1LQX	0.022250697016716	-0.70517279878851	2
1LR6	0.023392920692762	-0.710223396444432	2
1M20	0.019986593474945	-0.705423955070407	2
1M2I	0.019282709186276	-0.705646383512485	2
1M2M	0.196927568564812	-0.659638001591752	2
1M59	0.020195111632347	-0.704295107111805	2
1MJ4	0.095701220134894	-0.986281718181936	2
1MNY	-0.403887202342351	-0.701278812331595	2
1NX7	-0.088632739418083	-0.46815680741345	2
1QX4	-0.014847415188948	-0.901538517160885	2
1SH4	-0.084722201360597	-0.640992550073015	2
1U9M	0.006110097695556	-0.569142397617472	2
1U9U	0.02264089571933	-0.70644018386123	2
1UMK	-0.070991938312848	-0.901200578438329	2
1X3X	-0.033750485007962	-0.973740989816873	2
2AXX	-0.137419769082159	-0.675989172580274	2
2EIX	-0.065671799083551	-0.643747240652513	2
2I89	-0.038802731161316	-0.536252210496401	2
2I96	-0.293521493673325	-0.279263934221412	2
2IBJ	-0.097568656628331	-0.95207401604882	2
2KEO	-0.181016060896218	-0.177642786205197	2
2M33	-0.155092261000233	-0.537526839075787	2
3LF5	-0.00125132376949	-0.361904614925756	2
3MUS	-0.137968329091867	-0.544201969155579	2
3NER	0.24365181910495	-0.23858345663204	2
3OZZ	-0.158077210187912	-0.748489268737545	2
3W2H	-0.107055239379406	-0.765622867366631	2
3W5H	0.046837370842695	-0.77928383456869	2
3X32	0.069574954609076	-0.792557495495608	2
3X33	-0.155655533075333	-0.751020288642204	2
3X34	0.045489149789016	-0.79332096756461	2
3X35	-0.148249462246895	-0.774377276117891	2
4B8N	-0.041706677914287	-0.691531445549547	2
4HIL	0.121444021506856	-0.674029916504144	2
4HIN	-0.022968967755636	-0.643061659676955	2
4X8Y	-0.221135343114535	-0.569734695778623	2
5GV7	0.047553413858016	-0.775968662653183	2
5GV8	0.04686276987195	-0.779299090169389	2
5XE4	-0.109522771800403	-0.783428713400692	2
5XEE	-0.104114628008877	-0.561535013476406	2
5YLY	0.009123781385521	-0.715992407422181	2
