1AKK	-0.042806653305888	-0.986809672824662	4
1CCR	-0.057309402773778	-0.809715281640032	4
1CRC	-0.054820801752309	-1.02710276045082	4
1CYC	-0.086288414895535	-0.92838411908492	4
1FI7	0.044470438733697	-0.909987129515125	4
1FI9	0.047723789299267	-0.910518198130385	4
1GIW	-0.029518452783426	-0.922319340286169	4
1H31	-0.010295738580074	-0.818371030781463	4
1H32	0.061028156507139	-0.910537947264271	4
1H33	0.015518117307996	-0.912682503202124	4
1HRC	-0.026125450929006	-1.07109110814127	4
1I54	-0.010211310038964	-1.03230633413021	4
1I55	-0.009939387440681	-1.03375515828134	4
1I5T	-0.0268701116244	-0.964801718430019	4
1J3S	0.06098521934376	-1.00551637725687	4
1KTD	-0.008682085666806	-0.812162612675524	4
1LC1	-0.108931903028861	-0.917376616045228	4
1LC2	-0.117543857759706	-0.912724751016221	4
1LFM	-0.008626891920964	-1.03234436935381	4
1M60	0.009918199852109	-0.927979896273727	4
1OCD	0.123486466705799	-0.955159248095131	4
1RWJ	0.06925546657294	-1.20784772856505	4
1U75	-0.007710608550244	-0.780695592346748	4
1WEJ	-0.011310139257047	-0.899365662123079	4
2B4Z	0.018964940061172	-0.872181243774529	4
2CZS	-0.040596002091964	-0.871342394433233	4
2D0S	-0.10214559485515	-1.00210291745475	4
2FRC	0.042356679836909	-0.966553956811146	4
2GIW	-0.033025040042897	-0.912717625409532	4
2N3B	0.000157669225397	-0.91602766784589	4
2N3Y	0.001324353107824	-1.01662526341894	4
2N9I	0.007199789844405	-1.02174953574185	4
2N9J	-0.007300422845098	-0.867820120037071	4
2OZ1	0.053848404398499	-0.814909395094884	4
2PCB	-0.015451224106881	-0.791439777111993	4
2YBB	-0.058850149396322	-0.573532742230529	4
2YK3	0.019979560023381	-0.878543716289108	4
3A9F	0.050648954231292	-0.69057136363447	4
3CP5	-0.090540301365157	-0.78334722737764	4
3CYT	-0.009898530940215	-1.03805530329994	4
3H33	-0.13933564722538	-0.967625680886617	4
3H34	-0.003949280828238	-1.00685134899176	4
3H4N	0.030867241943876	-1.11153955757962	4
3J2T	0.03166104520538	-0.889152133651347	4
3JBT	0.010390048525074	-0.896603315478748	4
3NBS	0.007915654530128	-0.547037168570848	4
3NBT	-0.007465700295749	-0.731601278894516	4
3NWV	0.000949610024691	-0.899658609674656	4
3O1Y	0.021311580306954	-0.977887881386022	4
3O20	0.038101007644501	-0.993591648437095	4
3OUE	-0.015472870940964	-0.803750777721555	4
3OUQ	-0.096468634903431	-0.887864801892559	4
3OV0	0.127293780446053	-0.930453900235358	4
3QIB	-0.081636630495389	-0.83355851966657	4
3QIU	0.129519992073377	-0.740756949207114	4
3QIW	-0.001757902652025	-0.72891049296138	4
3VRC	0.062810855568387	-0.963713489961679	4
3WC8	0.332092235485713	-0.532804834821276	4
3WUI	0.313621446490288	-0.532549935312553	4
3ZCF	0.019054240547121	-1.12954506006439	4
3ZOO	0.017602678077916	-1.12912226935528	4
4NFG	0.026898876453439	-0.790746090780611	4
4RSZ	0.004505934536509	-0.938884284197141	4
5CYT	0.012363732481996	-0.892199401259969	4
5DFS	-0.021862319515397	-0.956124147878413	4
5EXQ	0.01972658119242	-1.1774045125377	4
5IY5	0.02586016765348	-0.678785648215484	4
5JUY	-0.042117790206922	-0.782908614768644	4
5O10	0.023676977260038	-1.17587410660599	4
5TY3	0.037527702826386	-1.17155932036103	4
5WVE	0.01410402280589	-0.854582016276426	4
6CUK	-0.049184881150723	-0.94916749677563	4
6CUN	0.000475642581781	-0.961854911729973	4
6FF5	-0.093116087218126	-0.995911454551125	4
