1BCC	-0.048150809109211	-0.497573292107612	1
1BE3	-0.028996775829882	-0.654788907363831	1
1BGY	-0.043982714677413	-0.591298367920573	1
1EZV	0.118518581275236	-0.573318710394091	1
1KB9	0.118199863725088	-0.571131094243967	1
1KYO	0.074475878464949	-0.586744446259204	1
1L0L	-0.07828964098272	-0.550219808556195	1
1L0N	-0.048442141068253	-0.512036356214526	1
1NTK	-0.073039660512498	-0.541515017738973	1
1NTM	-0.057913761924614	-0.536234765579109	1
1NTZ	-0.058221366595138	-0.515213392168409	1
1NU1	-0.060236471733361	-0.504501465676111	1
1P84	0.119611004141696	-0.572555592512661	1
1PP9	0.046549410481627	-0.538651490828343	1
1PPJ	0.020716047923391	-0.564689625024332	1
1QCR	-0.00262095861024	-0.64640247177773	1
1SQB	-0.062696479825359	-0.528364709942653	1
1SQP	-0.058508966767201	-0.536171194519906	1
1SQQ	-0.044703603750377	-0.507657913484081	1
1SQV	-0.060815322918422	-0.53712470372423	1
1SQX	-0.051645877404195	-0.549609168424842	1
1ZRT	0.387697467088906	-0.112528840240157	1
2A06	0.035266536767207	-0.587577554069277	1
2BCC	-0.081396425391237	-0.512212846263147	1
2FYN	-0.08864631831508	-0.213468311867956	1
2FYU	-0.003890355230507	-0.52216792146898	1
2IBZ	0.118424292484468	-0.573681807581283	1
2QJK	-0.086110724025747	-0.22517004158443	1
2QJP	0.14281958821165	-0.239511164082861	1
2QJY	-0.085452682041149	-0.219532213415961	1
2YBB	-0.058850149396322	-0.573532742230529	1
2YIU	-0.317967861476872	-0.032464651379548	1
3BCC	-0.070828448981047	-0.504448041821498	1
3CWB	-0.073364944740509	-0.462560175178933	1
3CX5	0.074770657892299	-0.593563440593409	1
3CXH	0.078582663399478	-0.593416017558339	1
3H1H	-0.079126162749405	-0.469838307104567	1
3H1I	-0.073068326882397	-0.458715084445379	1
3H1J	-0.073424825014081	-0.462410207728055	1
3H1K	-0.081632301971937	-0.451753589611153	1
3H1L	-0.073860784992576	-0.466100788354398	1
3L70	-0.077069834511106	-0.458521486857371	1
3L71	-0.076961670645202	-0.459951180336809	1
3L72	-0.078291645816838	-0.448885629169777	1
3L73	-0.075685163401067	-0.461450213438773	1
3L74	-0.073551886078591	-0.45829093450844	1
3L75	-0.07421052918459	-0.458346584611422	1
3TGU	-0.065779020202657	-0.434202511415202	1
4D6T	0.008723955671303	-0.58046078127752	1
4D6U	0.005191497706498	-0.561799801823064	1
4PD4	0.024600423590252	-0.579794837387541	1
4U3F	-0.076154833473265	-0.474978482248299	1
5KKZ	-0.382201860917525	-0.179078533567989	1
5KLI	-0.375045227714711	-0.195498546754643	1
5KLV	0.021078547972579	-0.540760811297832	1
5LUF	-0.020220265617364	-0.634319500550006	1
5NMI	-0.020898635739066	-0.588427862882407	1
5OKD	-0.045824143556335	-0.623173650583606	1
5XTE	0.062229740031233	-0.483586409610159	1
6FO0	-0.072956423725312	-0.615134487402504	1
6FO2	-0.077094597027948	-0.632357629626198	1
6FO6	-0.0667954009216	-0.579373996338864	1
