1AWD	12515.5	3994.11	0.652673890443032	6
1BLU	10900.375	4037.21	0.588884888941901	6
1CLF	9034.75	2694.54	0.778532803050424	6
1DUR	6891.125	2659.74	0.658423048228827	6
1E0Z	27677.875	6293.91	0.703048725434711	6
1H98	10661.625	3534.85	0.662717955208456	6
1IQZ	10949.75	3642.12	0.654735681543178	6
1IR0	10855.625	3603.46	0.657962245378972	6
1L5P	36815	12626.3	0.423862072389901	6
1PFD	16640.75	4265.02	0.739057649718868	6
1RFK	26029.5	8039.43	0.528326932595614	6
1RGV	10953.625	4110.57	0.580257356792086	6
1ROF	10222.125	3179.9	0.716305226698778	6
1SIZ	18029	6140.67	0.541480462757275	6
1SJ1	18125	6017.25	0.554546641143244	6
1VJW	7623.5	2817.07	0.664950661358329	6
1WTF	43288.75	14087.4	0.423223695729551	6
2V2K	27865.25	8894.88	0.499711480326858	6
2Z8Q	17938.5	6028.9	0.549671805114175	6
3AB5	26522.125	8229.37	0.522624478561357	6
3EUN	11117.75	4038.75	0.596460593373233	6
3EXY	10946.375	4005.8	0.595170975203921	6
3HUI	15189.375	4961.2	0.597847832484218	6
3LXF	70730.625	19848	0.416714907468001	6
3P63	25800.125	7655.9	0.551529922129822	6
3PNI	18297.75	6082.57	0.552071679067734	6
3WCQ	13301.125	4242.79	0.639869639922375	6
4DHV	18075.25	5919.15	0.562705276169878	6
4FXC	13171.875	4174.06	0.64618544390927	6
4ITK	14453.5	5008.59	0.572906821954234	6
4LTU	29020.375	8634.42	0.528915508475693	6
4ZHP	13221.5	4164	0.649372495562502	6
5BOK	14341.125	4521.56	0.631322557502051	6
