1B3I	13260.75	4163.08	0.65080082228544	9
1BAW	44443.5	12620.1	0.480795244791735	9
1BXU	12437.625	3785.16	0.685843228199449	9
1BXV	12436.5	3785.75	0.685694990044767	9
1FA4	24022.5	5668.31	0.710301391514118	9
1IUZ	13017.625	3941.32	0.678990344546341	9
1J5C	21048.625	4982.19	0.739968091568119	9
1J5D	13804.375	4431.81	0.627934228775078	9
1JXD	13592	4181.33	0.658706462190826	9
1JXF	19419.625	4645.3	0.75213809218926	9
1KDI	13794.375	4447.75	0.625381612996432	9
1KDJ	13826.625	4401.61	0.632921751170408	9
1M9W	15722.875	4031.94	0.75276260824044	9
1NIN	23052.5	5122.92	0.764619267902735	9
1PCS	13241.375	4004.91	0.675844453132026	9
1TU2	56676.25	15395.1	0.463484998353054	9
2B3I	17554.5	4625.84	0.706131892340969	9
2BZ7	13734.5	4440.66	0.624566238627217	9
2BZC	13759.125	4454.45	0.623376721028728	9
2CJ3	28823.5	8743.97	0.519924092747993	9
2GIM	28755	8691.84	0.52221336516902	9
2JXM	69227.875	15328	0.531927732711654	9
2Q5B	43704	12487.7	0.480487904402091	9
2W88	44624.75	12655.9	0.480737817361073	9
2W8C	29415.25	8824.43	0.522210770357334	9
3BQV	14348.375	4424.87	0.645335298938438	9
3CVB	28687.375	8521.51	0.531816050303713	9
3CVC	14311.625	4298.45	0.66318018868698	9
3CVD	42801.5	12460.3	0.474892107742282	9
4R0O	60845.375	16174.9	0.46251685966282	9
7PCY	13412.25	3965.56	0.688410299452843	9
9PCY	17618.375	4478.58	0.73111835627262	9
